"(84429703.84615389, 93)","(74625367.69230768, 104)",79818331.97948717
"(86367434.61538461, 89)","(78526036.15384617, 99)",82637682.97948717
"(87294316.92307696, 89)","(79034299.23076923, 101)",84049436.63076924
"(87294316.92307696, 89)","(79881162.30769235, 98)",85122775.50256412
"(87518797.69230773, 89)","(82212139.23076925, 95)",85889899.6923077
"(88158328.46153848, 88)","(80679116.15384619, 98)",86222635.22051287
"(88247444.61538462, 89)","(81772565.38461539, 95)",86963398.42051287
"(88708622.30769229, 87)","(84873526.92307693, 92)",87397663.64615384
"(89335479.23076922, 87)","(84841784.61538461, 92)",87803356.44615392
"(89335479.23076922, 87)","(85340476.15384611, 93)",88098868.36923076
"(89704576.92307694, 86)","(86014505.3846154, 91)",88405230.58974357
"(89922328.46153848, 86)","(85780906.92307693, 92)",88755259.16923079
"(90470873.84615384, 85)","(83315746.92307696, 95)",88988007.96410258
"(90776040.00000003, 84)","(86801825.3846154, 91)",89439129.08205125
"(91362547.69230771, 83)","(86833548.46153852, 90)",89736974.30256408
"(91393576.92307693, 83)","(86769471.53846152, 89)",89980418.18974361
"(91393576.92307693, 83)","(87359303.84615383, 89)",90434437.81538469
"(91549207.6923077, 83)","(87565334.61538464, 89)",90730099.72307695
"(91672092.30769233, 83)","(86366282.30769235, 90)",90946513.76923075
"(91739273.84615387, 83)","(87313210.00000003, 89)",90919222.24615382
"(91920250.00000003, 82)","(88029720.76923075, 89)",91090562.75897439
"(92048666.15384617, 83)","(88783924.61538458, 87)",91178588.1076923
"(92048666.15384617, 83)","(88524302.30769235, 87)",91320714.60512823
"(92206726.92307694, 82)","(88129860.0, 87)",91445192.10256413
"(92266341.53846158, 82)","(87892041.53846154, 89)",91518906.67179489
"(92555575.38461539, 81)","(89390628.46153851, 87)",91651822.03589745
"(92642307.69230771, 81)","(88592620.00000006, 88)",91736374.14871792
"(93187329.99999996, 80)","(89004910.0, 86)",91877720.03076921
"(93515442.30769229, 80)","(87741876.92307696, 87)",92027365.47692305
"(94064308.4615385, 79)","(89649340.00000001, 85)",92300704.69230771
"(94064308.4615385, 79)","(90312962.30769236, 84)",92695048.81025639
"(94115338.46153851, 79)","(89974196.15384619, 86)",93131133.92307691
"(94510458.46153843, 78)","(90747703.84615389, 84)",93558540.81025639
"(94527696.9230769, 78)","(90879690.76923077, 83)",93655018.92820512
"(94718781.53846157, 77)","(89451365.38461533, 86)",93629055.36410259
"(94773591.53846155, 77)","(90027842.30769229, 84)",93983987.15384616
"(94841403.07692309, 77)","(90550243.84615387, 84)",93973790.84102562
"(94841403.07692309, 77)","(89884152.30769229, 83)",94123323.03589748
"(94944584.61538461, 77)","(90627794.61538464, 82)",94203434.86666669
"(94944584.61538461, 77)","(90820811.53846154, 84)",94277197.68717955
"(95242450.0, 77)","(91240031.53846154, 81)",94256937.2256411
"(95441227.69230774, 76)","(90835708.4615385, 83)",94351395.5846154
"(95441227.69230774, 76)","(90887638.46153851, 82)",94562675.1897436
"(95447333.8461539, 76)","(91309544.61538468, 83)",94703000.96923082
"(95669125.38461544, 75)","(91288451.5384616, 84)",94884742.50769238
"(95697309.23076929, 75)","(91707567.69230771, 81)",94944727.40000002
"(95712720.00000006, 75)","(91721128.46153845, 82)",94994562.34871794
"(95714817.69230774, 75)","(92318497.6923077, 80)",95122221.26666673
"(95809130.76923083, 75)","(91150938.46153851, 81)",95115448.65641034
"(95817369.23076929, 75)","(91481176.15384614, 81)",95063043.89743598
"(95874505.38461542, 75)","(92389750.00000004, 80)",95060696.84615389
"(95882743.84615389, 75)","(91605229.23076922, 82)",95204861.38974363
"(95882743.84615389, 75)","(91630520.76923083, 81)",95206723.93333344
"(96013846.1538462, 75)","(91682045.3846154, 80)",95207172.77948713
"(96013846.1538462, 75)","(92617173.07692307, 80)",95304473.91282043
"(96054089.99999999, 75)","(91944430.00000003, 80)",95441494.78974357
"(96175278.4615385, 75)","(91365927.69230773, 81)",95327954.53333335
"(96283943.07692312, 75)","(91054041.53846155, 83)",95397155.06666672
