"(68138009.0, 86)","(57840563.0, 98)",63044515.03333333
"(68186773.0, 84)","(61441588.0, 93)",66202775.08
"(69983956.0, 84)","(62624840.0, 92)",67391402.67333333
"(70574032.0, 84)","(63227368.0, 93)",68164488.91333333
"(72250183.0, 81)","(64630622.0, 91)",69089033.09333333
"(72815447.0, 80)","(65858945.0, 88)",70088957.42
"(73260812.0, 80)","(64920971.0, 89)",70953109.24666667
"(73798547.0, 79)","(65123750.0, 89)",71875009.96
"(74268779.0, 79)","(67020116.0, 88)",72349508.67333333
"(74972809.0, 78)","(68514976.0, 84)",72719093.52
"(75113983.0, 78)","(68099536.0, 87)",73222961.18666667
"(75113983.0, 78)","(66477371.0, 88)",73707992.5
"(75749102.0, 77)","(68775247.0, 84)",74140928.96
"(75948875.0, 77)","(70521071.0, 83)",74529401.96666667
"(76175216.0, 77)","(69119290.0, 84)",74714736.24666667
"(76810967.0, 77)","(70796363.0, 83)",74990160.85333334
"(77121845.0, 76)","(70998374.0, 82)",75217417.04
"(77121845.0, 76)","(71157701.0, 82)",75572131.96666667
"(77556158.0, 76)","(70841467.0, 84)",75818450.72
"(77556608.0, 76)","(70917149.0, 82)",75836336.28
"(77556608.0, 76)","(70719908.0, 83)",76260760.67333333
"(77556608.0, 76)","(71278706.0, 82)",76414370.39333333
"(78080140.0, 75)","(70164131.0, 83)",76687879.66
"(78328094.0, 74)","(70819742.0, 82)",76423407.86
"(78328094.0, 74)","(71566759.0, 81)",76696373.76666667
"(78387674.0, 74)","(70423817.0, 83)",77014973.92
"(78753683.0, 73)","(71175701.0, 82)",77099445.32
"(78753683.0, 73)","(72595505.0, 80)",77249657.68666667
"(79350193.0, 72)","(72046730.0, 80)",77379630.96666667
"(79350193.0, 72)","(72228242.0, 80)",77725445.43333334
"(79422328.0, 72)","(73560646.0, 78)",78089568.78666666
"(79498234.0, 72)","(73753871.0, 79)",78156340.36
"(79498234.0, 72)","(72084907.0, 81)",78135855.59333333
"(79554547.0, 72)","(72716825.0, 80)",78188315.48
"(79651648.0, 72)","(72362678.0, 79)",78265491.73333333
"(79651648.0, 72)","(72868079.0, 80)",78324677.79333334
"(79651648.0, 72)","(74679427.0, 78)",78450146.36
"(79719427.0, 72)","(72644330.0, 80)",78546932.24666667
"(79721911.0, 72)","(69555961.0, 84)",78377823.10666667
"(80186654.0, 71)","(73181117.0, 80)",78387863.38
"(80186654.0, 71)","(71377606.0, 81)",78328940.55333333
"(80189642.0, 71)","(72200981.0, 80)",78609564.73333333
"(80189642.0, 71)","(74723570.0, 77)",78843941.94
"(80189642.0, 71)","(73680112.0, 78)",78926913.42
"(80208506.0, 71)","(73063819.0, 78)",78905551.64666666
"(80211494.0, 71)","(72645206.0, 79)",78881556.94666667
"(80212790.0, 71)","(72879134.0, 79)",78996242.0
"(80212790.0, 71)","(72371450.0, 80)",78789144.52666667
"(80269778.0, 71)","(74426138.0, 76)",78899616.75333333
"(80569415.0, 71)","(73601785.0, 78)",78978263.02
"(80569415.0, 71)","(72370684.0, 78)",78919042.00666666
"(80810366.0, 70)","(73007582.0, 79)",79114098.62666667
"(80810366.0, 70)","(73991269.0, 78)",79295851.67333333
"(80810366.0, 70)","(74703806.0, 77)",79382962.19333333
"(80810366.0, 70)","(73499959.0, 78)",79488385.72666667
"(80934512.0, 70)","(71402446.0, 81)",79526881.22
"(80934512.0, 70)","(73535176.0, 78)",79614679.1
"(80934512.0, 70)","(73445204.0, 80)",79487890.19333333
"(80968694.0, 70)","(73001791.0, 78)",79514600.28666666
"(81207091.0, 69)","(74396539.0, 78)",79702707.1
"(81207091.0, 69)","(73432355.0, 79)",79492406.25333333
"(81222652.0, 69)","(73701521.0, 76)",79714704.0
"(81222652.0, 69)","(73300748.0, 79)",79738251.76666667
"(81231229.0, 69)","(73250425.0, 78)",79881896.98666666
"(81231229.0, 69)","(74248766.0, 77)",79838029.38666667
"(81241183.0, 69)","(74227213.0, 78)",79797804.48666666
"(81312013.0, 69)","(74099980.0, 78)",79827666.36
"(81312013.0, 69)","(73328464.0, 78)",79877350.02
"(81312013.0, 69)","(74129651.0, 77)",79845478.08
"(81455995.0, 69)","(73486063.0, 78)",79947157.34666666
"(81456463.0, 69)","(75254084.0, 76)",80088244.14
"(81472213.0, 69)","(75844738.0, 75)",80095689.39333333
"(81472213.0, 69)","(74656925.0, 77)",80220738.12666667
"(81486604.0, 69)","(75374009.0, 77)",80194899.21333334
"(81486604.0, 69)","(75020588.0, 77)",80208769.46
"(81488413.0, 69)","(73479061.0, 78)",80095224.78
"(81519004.0, 69)","(74903912.0, 77)",80229062.06666666
"(81519004.0, 69)","(74773871.0, 76)",80142229.75333333
"(81524512.0, 69)","(76037131.0, 75)",80300289.74
"(81524512.0, 69)","(74141452.0, 78)",80194307.18666667
"(81524512.0, 69)","(75976165.0, 75)",80313861.94666667
"(81524512.0, 69)","(73663979.0, 79)",80274566.64
"(81573355.0, 69)","(75124477.0, 78)",80311910.84
"(81578746.0, 69)","(75474755.0, 76)",80249202.38
"(81612991.0, 69)","(74682307.0, 78)",80145719.08
"(81612991.0, 69)","(75451807.0, 78)",80300099.36
"(81612991.0, 69)","(75979774.0, 75)",80336436.14
"(81612991.0, 69)","(75072754.0, 78)",80273855.06
"(81648847.0, 69)","(73613768.0, 79)",80128233.62
"(81648847.0, 69)","(74966264.0, 77)",80236331.68666667
"(81648847.0, 69)","(74258189.0, 77)",80304439.35333334
"(81820279.0, 69)","(76089214.0, 75)",80396807.64666666
"(81820279.0, 69)","(76131082.0, 75)",80338744.96
"(81820279.0, 69)","(75044177.0, 77)",80401208.72666667
"(81821143.0, 69)","(73037386.0, 81)",80483237.01333334
"(81821143.0, 69)","(75567500.0, 76)",80527344.41333333
"(81821143.0, 69)","(76753198.0, 75)",80691533.22
"(81821143.0, 69)","(76113235.0, 75)",80642784.10666667
"(81823159.0, 69)","(75449393.0, 76)",80565926.08
"(81837559.0, 69)","(75699521.0, 77)",80451358.41333333
"(82043569.0, 69)","(74826613.0, 78)",80576970.9
"(82043569.0, 69)","(75284045.0, 77)",80550258.59333333
"(82043569.0, 69)","(75325861.0, 78)",80434642.80666667
"(82194112.0, 69)","(75449303.0, 77)",80779680.6
"(82194112.0, 69)","(75095828.0, 77)",80726449.73333333
"(82194112.0, 69)","(74283643.0, 78)",80615655.69333333
"(82194112.0, 69)","(75493225.0, 78)",80733815.19333333
"(82194112.0, 69)","(76454603.0, 76)",80768195.62666667
"(82233424.0, 69)","(74893042.0, 78)",80985557.99333334
"(82233424.0, 69)","(75375818.0, 77)",81030197.48666666
"(82263880.0, 69)","(76163320.0, 75)",81006144.69333333
"(82321966.0, 69)","(75846610.0, 75)",81034856.19333333
"(82321966.0, 69)","(75985525.0, 78)",80996207.4
"(82611116.0, 68)","(74673316.0, 78)",80949615.10666667
"(82611116.0, 68)","(75722192.0, 77)",80906869.5
"(82611116.0, 68)","(75785669.0, 76)",81233632.67333333
"(82618532.0, 68)","(74572525.0, 78)",81240828.28
"(82618532.0, 68)","(75494116.0, 78)",81284829.72666667
"(82694258.0, 68)","(76649993.0, 76)",81332206.13333334
"(82732733.0, 68)","(74645441.0, 77)",81190071.40666667
