"(1267379.0, 20)","(1197544.0, 27)",1231693.0666666667
"(1267442.0, 20)","(1220467.0, 24)",1248145.56
"(1271672.0, 20)","(1215698.0, 25)",1256057.16
"(1276814.0, 19)","(1210325.0, 25)",1259222.2533333334
"(1278679.0, 18)","(1220503.0, 24)",1260870.04
"(1278679.0, 18)","(1226183.0, 25)",1263453.5466666666
"(1279408.0, 18)","(1230947.0, 22)",1266669.3133333332
"(1286564.0, 17)","(1219352.0, 25)",1265587.2733333334
"(1286564.0, 17)","(1225433.0, 23)",1269721.6333333333
"(1287248.0, 17)","(1236500.0, 22)",1269889.6333333333
"(1288778.0, 17)","(1220456.0, 23)",1272900.7866666666
"(1288778.0, 17)","(1224812.0, 23)",1273207.7466666666
"(1290326.0, 17)","(1226882.0, 23)",1274526.4066666667
"(1290326.0, 17)","(1233758.0, 23)",1276463.0466666666
"(1290920.0, 17)","(1200623.0, 25)",1275258.9333333333
"(1290920.0, 17)","(1222492.0, 24)",1276312.46
"(1290920.0, 17)","(1219684.0, 24)",1275135.1933333334
"(1291370.0, 17)","(1237976.0, 22)",1276882.9733333334
"(1291370.0, 17)","(1233074.0, 23)",1276843.74
"(1296410.0, 16)","(1226258.0, 22)",1276412.9733333334
"(1296410.0, 16)","(1231949.0, 23)",1276856.5266666666
"(1296410.0, 16)","(1233110.0, 23)",1277624.38
"(1298291.0, 16)","(1223912.0, 23)",1279926.0266666666
"(1298291.0, 16)","(1226252.0, 23)",1280170.2133333334
"(1298291.0, 16)","(1229915.0, 23)",1281183.0666666667
"(1298291.0, 16)","(1231481.0, 23)",1282254.8466666667
"(1298291.0, 16)","(1235693.0, 23)",1282881.58
"(1298291.0, 16)","(1231517.0, 23)",1282618.4266666668
"(1298291.0, 16)","(1233530.0, 22)",1283258.6933333334
"(1298291.0, 16)","(1237886.0, 22)",1281989.66
"(1298291.0, 16)","(1235312.0, 22)",1284110.5666666667
"(1298291.0, 16)","(1223129.0, 23)",1281312.1533333333
"(1298687.0, 16)","(1235474.0, 22)",1284331.9133333333
"(1298687.0, 16)","(1234010.0, 23)",1283311.1666666667
"(1299101.0, 16)","(1214492.0, 25)",1281557.1133333333
"(1299101.0, 16)","(1225352.0, 23)",1281607.5733333332
"(1299119.0, 16)","(1237220.0, 22)",1283974.5866666667
