"(192983390.0, 43)","(176177663.0, 52)",186489456.16
"(195447485.0, 40)","(183496025.0, 47)",190115409.23333332
"(196606424.0, 40)","(184278884.0, 46)",192070232.79333332
"(196606424.0, 40)","(187927126.0, 45)",193699675.30666667
"(197364737.0, 40)","(188071730.0, 43)",195091118.24
"(198655706.0, 38)","(187518553.0, 45)",196132031.03333333
"(200044886.0, 37)","(193296958.0, 42)",196987140.74
"(200684615.0, 37)","(191178556.0, 42)",197477782.45333335
"(200795477.0, 37)","(194024869.0, 42)",198643249.78
"(201320429.0, 37)","(194405207.0, 41)",199413676.21333334
"(201582043.0, 36)","(196124267.0, 40)",200400095.31333333
"(201595507.0, 36)","(196355234.0, 40)",200507396.53333333
"(201935608.0, 36)","(196939456.0, 39)",200776561.98666668
"(202001893.0, 36)","(197238800.0, 38)",201226986.58666667
"(202059286.0, 36)","(196016488.0, 39)",201323415.54
"(202059286.0, 36)","(195834103.0, 39)",201654566.63333333
"(202717933.0, 36)","(197056312.0, 39)",201751433.17333335
"(202717933.0, 36)","(196057658.0, 40)",201510654.32
"(202853095.0, 36)","(197708929.0, 39)",201799868.45333335
"(203062723.0, 36)","(196379467.0, 39)",202103132.78666666
"(203063677.0, 36)","(196871177.0, 40)",202080355.72
"(203113429.0, 36)","(198593516.0, 38)",202444803.86
"(203341570.0, 36)","(198264166.0, 39)",202388776.52666667
"(203341570.0, 36)","(199279015.0, 39)",202766141.76666668
"(203526016.0, 36)","(198673445.0, 38)",202705745.48
"(203677954.0, 36)","(195915188.0, 40)",202675294.34
"(203648272.0, 36)","(197995012.0, 39)",202684530.68
"(203694352.0, 36)","(197384983.0, 39)",202966496.47333333
"(204063515.0, 35)","(196770170.0, 40)",202919139.29333332
"(204181307.0, 35)","(198099785.0, 38)",203168117.9
"(204650198.0, 35)","(198869659.0, 39)",203325587.67333335
"(204937361.0, 35)","(196226188.0, 39)",203468846.12
"(204937361.0, 35)","(197865110.0, 40)",203803346.90666667
"(204971876.0, 35)","(198805691.0, 38)",204149323.54
"(205036397.0, 35)","(199074251.0, 38)",204195144.17333335
"(205036397.0, 35)","(197371681.0, 39)",204482574.64
"(205159634.0, 35)","(197074735.0, 39)",204438730.88
"(205712567.0, 34)","(200452988.0, 38)",204429778.04666665
"(205712567.0, 34)","(194678915.0, 41)",204555747.54
"(205744103.0, 34)","(198344171.0, 38)",204591057.98
"(205746407.0, 34)","(199078976.0, 38)",204997838.99333334
"(205795403.0, 34)","(197780726.0, 38)",205311897.05333334
"(205864343.0, 34)","(200453513.0, 37)",205369074.22
"(205864343.0, 34)","(199414460.0, 38)",205086676.86
"(205939547.0, 34)","(199044551.0, 38)",205077095.07333332
"(205939547.0, 34)","(200055119.0, 37)",205203748.62666667
"(205939547.0, 34)","(198987253.0, 39)",205268482.74
"(205953335.0, 34)","(198930989.0, 38)",205331683.63333333
"(205979543.0, 34)","(199341362.0, 38)",205347666.91333333
"(206097308.0, 34)","(199373249.0, 38)",205342099.8
"(206213309.0, 34)","(199917407.0, 38)",205375609.00666666
"(206213309.0, 34)","(199994837.0, 37)",205386546.07333332
"(206213309.0, 34)","(198745229.0, 38)",205294929.96666667
"(206251739.0, 34)","(199399754.0, 38)",205542925.01333332
"(206336879.0, 34)","(200487542.0, 37)",205696044.46
"(206336879.0, 34)","(200672447.0, 37)",205639336.71333334
"(206411435.0, 34)","(200342165.0, 37)",205678282.06
"(206411435.0, 34)","(199392275.0, 38)",205589880.19333333
"(206411435.0, 34)","(201825830.0, 38)",205777529.27333334
"(206443529.0, 34)","(198932114.0, 38)",205939116.28666666
"(206443529.0, 34)","(199982621.0, 38)",205714626.58
"(206485289.0, 34)","(201732314.0, 37)",205836411.68666667
"(206485289.0, 34)","(201045128.0, 37)",205876499.54666665
"(206508887.0, 34)","(202231427.0, 37)",205936884.37333333
"(206607950.0, 34)","(198850534.0, 39)",206064057.53333333
"(206651321.0, 34)","(200187983.0, 38)",205886016.08666667
"(206787113.0, 34)","(199579664.0, 38)",206072300.49333334
"(206787113.0, 34)","(200155079.0, 38)",205843853.64
"(206808731.0, 34)","(201776252.0, 37)",206178545.92666668
"(206925965.0, 34)","(200491691.0, 37)",206001732.84
"(206925965.0, 34)","(199089299.0, 38)",206226875.61333334
"(207319903.0, 33)","(201339464.0, 37)",206185684.26
"(207349738.0, 33)","(201601067.0, 37)",206498537.06666666
"(207390841.0, 33)","(199267652.0, 38)",206493479.85333332
"(207390841.0, 33)","(199853012.0, 38)",206697545.46666667
"(207390841.0, 33)","(202174504.0, 36)",206803892.5
"(207468871.0, 33)","(199880249.0, 37)",206754289.39333335
"(207468871.0, 33)","(201526756.0, 36)",206671035.41333333
"(207680434.0, 33)","(200695163.0, 37)",206811511.90666667
"(207699622.0, 33)","(200388272.0, 37)",206869767.98666668
"(207699622.0, 33)","(201169562.0, 37)",206928207.84666666
"(207699622.0, 33)","(201947200.0, 36)",207169782.3
"(207713482.0, 33)","(201624892.0, 36)",207233257.66666666
"(207713482.0, 33)","(202746902.0, 37)",207267347.07333332
"(207713482.0, 33)","(203765183.0, 35)",207282724.1
"(207738502.0, 33)","(199721633.0, 37)",207212312.76
"(207779272.0, 33)","(202060942.0, 36)",207309089.33333334
"(207779272.0, 33)","(201105529.0, 36)",207238936.29333332
"(207847672.0, 33)","(200895143.0, 37)",207174826.79333332
"(207847672.0, 33)","(200341496.0, 38)",207195571.76
"(207847672.0, 33)","(201365818.0, 36)",207302486.10666665
"(207847672.0, 33)","(201692174.0, 37)",207168835.46
"(207856762.0, 33)","(200627411.0, 37)",207202425.31333333
"(207856762.0, 33)","(201462001.0, 36)",207396189.7
"(207947977.0, 33)","(199271693.0, 38)",207102197.07333332
"(207999934.0, 33)","(200439482.0, 37)",207094977.96
"(207999934.0, 33)","(200820665.0, 38)",207100074.36666667
"(207999934.0, 33)","(199032941.0, 38)",207086600.72666666
"(208009114.0, 33)","(199576604.0, 38)",207150762.84
"(208018699.0, 33)","(202401700.0, 36)",207382191.74
"(208393450.0, 33)","(200945939.0, 37)",207522282.08
"(208464055.0, 33)","(202095637.0, 36)",207500001.09333333
"(208464055.0, 33)","(201597874.0, 36)",207570656.42666668
"(208464055.0, 33)","(198175894.0, 39)",207582344.74666667
"(208467295.0, 33)","(202430077.0, 36)",207952172.60666665
"(208514275.0, 33)","(199876802.0, 37)",207915115.20666668
"(208514275.0, 33)","(201744797.0, 37)",207905971.18
"(208540195.0, 33)","(203902009.0, 36)",207975860.16666666
"(208540195.0, 33)","(203082352.0, 36)",207815516.40666667
"(208564891.0, 33)","(199077176.0, 38)",208019716.24
"(208572928.0, 33)","(200729111.0, 37)",207823797.90666667
"(208776193.0, 33)","(201349042.0, 36)",207953376.75333333
"(208775383.0, 33)","(202246090.0, 36)",207749581.06666666
"(208783213.0, 33)","(200732150.0, 38)",208065151.68
"(208792933.0, 33)","(199511093.0, 38)",207804013.64
"(208797055.0, 33)","(202525774.0, 36)",207924879.03333333
"(208804885.0, 33)","(201224903.0, 37)",208273911.61333334
"(208814605.0, 33)","(203242651.0, 36)",208481957.92
"(208814605.0, 33)","(202601266.0, 36)",208432268.31333333
"(208818376.0, 33)","(200996075.0, 38)",208388251.28
"(208868587.0, 33)","(202559929.0, 36)",208314379.26666668
"(209036140.0, 33)","(203789878.0, 36)",208397023.92666668
"(209036140.0, 33)","(202514893.0, 36)",208296502.04
"(209539373.0, 32)","(202507792.0, 36)",208516353.60666665
"(209539373.0, 32)","(200598401.0, 38)",208555314.65333334
"(209570477.0, 32)","(202951024.0, 36)",208778177.44666666
"(209606189.0, 32)","(204135821.0, 35)",209188292.01333332
"(209606189.0, 32)","(204141896.0, 35)",209057581.25333333
"(209637293.0, 32)","(205132634.0, 35)",209276475.15333334
"(209639597.0, 32)","(203654762.0, 35)",209113848.61333334
"(209705234.0, 32)","(203358077.0, 35)",209013400.86666667
"(209705234.0, 32)","(204804782.0, 35)",209181241.69333333
"(210115019.0, 31)","(203467139.0, 35)",208981064.73333332
"(210115019.0, 31)","(204833762.0, 35)",209350836.38666666
"(210115856.0, 31)","(205240094.0, 35)",209458288.19333333
"(210120338.0, 31)","(203605460.0, 35)",209418920.28666666
"(210121175.0, 31)","(203242678.0, 36)",209669622.65333334
"(210125198.0, 31)","(203762195.0, 35)",209648773.12
"(210126035.0, 31)","(204573968.0, 34)",209654678.97333333
"(210238805.0, 31)","(202756633.0, 36)",209634845.12666667
"(210242900.0, 31)","(203497802.0, 35)",209579965.54
"(210262097.0, 31)","(203930522.0, 34)",209609739.82666665
"(210315107.0, 31)","(202887980.0, 34)",209476404.92
"(210315107.0, 31)","(204933059.0, 34)",209838902.11333334
"(210315107.0, 31)","(204155909.0, 34)",209780178.36
"(210315332.0, 31)","(204128459.0, 34)",209799112.66666666
"(210344627.0, 31)","(202805342.0, 35)",209802296.51333332
"(210344627.0, 31)","(205745281.0, 33)",209895202.39333335
"(210345581.0, 31)","(199974598.0, 36)",209669797.67333335
"(210357452.0, 31)","(204191288.0, 34)",209859536.30666667
"(210386747.0, 31)","(205562186.0, 34)",209945410.13333333
"(210401057.0, 31)","(204065117.0, 35)",209832003.78
"(210401057.0, 31)","(204178760.0, 34)",209888260.32666665
"(210404765.0, 31)","(204099416.0, 35)",209822577.92666668
"(210405242.0, 31)","(202599376.0, 36)",209736618.29333332
"(210414422.0, 31)","(202551182.0, 35)",209888043.76
"(210414422.0, 31)","(203034455.0, 35)",209807564.79333332
"(210504458.0, 31)","(205074692.0, 34)",209939489.61333334
"(210504458.0, 31)","(205176428.0, 34)",209878404.16666666
"(210533222.0, 31)","(206130544.0, 33)",209916683.53333333
"(210536930.0, 31)","(203988662.0, 35)",209766801.73333332
"(210538127.0, 31)","(202313257.0, 36)",209987945.2
"(210581948.0, 31)","(204840008.0, 34)",209911992.20666668
"(210581948.0, 31)","(203947478.0, 34)",210070921.55333334
"(210583145.0, 31)","(204813674.0, 34)",209995141.80666667
"(210583145.0, 31)","(204311078.0, 35)",210057764.63333333
