"(197534158.0, 39)","(178590623.0, 50)",186403023.82
"(197500948.0, 39)","(179586047.0, 49)",190304847.57333332
"(197500948.0, 39)","(185425142.0, 46)",193027499.54666665
"(198792007.0, 39)","(187574399.0, 44)",194991035.18
"(199006657.0, 39)","(188777753.0, 43)",196232267.10666665
"(199463470.0, 39)","(189373670.0, 43)",197238150.53333333
"(201097505.0, 38)","(190721906.0, 43)",198089980.02
"(201452450.0, 37)","(195255104.0, 41)",198833634.56
"(201702076.0, 36)","(193758775.0, 42)",199512134.24
"(202947325.0, 36)","(193603813.0, 42)",200057851.66666666
"(203181892.0, 36)","(196080323.0, 41)",200824935.18
"(203181892.0, 36)","(196744664.0, 40)",201407513.52666667
"(203738471.0, 35)","(198262262.0, 38)",202287260.55333334
"(204498233.0, 35)","(199163788.0, 39)",202545290.91333333
"(204615449.0, 35)","(199011580.0, 39)",202892850.39333335
"(205507385.0, 34)","(198899291.0, 38)",202971654.96
"(205688816.0, 34)","(198321662.0, 40)",203813329.18666667
"(205692551.0, 34)","(198791012.0, 38)",204527875.62666667
"(205913528.0, 34)","(199143974.0, 38)",204892407.34
"(205931294.0, 34)","(198450034.0, 39)",205133288.32
"(206212454.0, 34)","(200238518.0, 38)",205148968.80666667
"(206301284.0, 34)","(201998716.0, 36)",205544637.09333333
"(206301284.0, 34)","(201802568.0, 37)",205579916.2
"(206415386.0, 34)","(200634595.0, 39)",205395096.74
"(206415386.0, 34)","(201887069.0, 37)",205740973.59333333
"(206416457.0, 34)","(201117893.0, 37)",205852155.28666666
"(206649386.0, 34)","(200764859.0, 37)",206035224.47333333
"(206728091.0, 34)","(200915078.0, 37)",206068811.3
"(206728091.0, 34)","(202859116.0, 36)",206068927.82666665
"(206775566.0, 34)","(202367473.0, 36)",206192012.33333334
"(206775566.0, 34)","(202092134.0, 37)",206356737.86
"(207272194.0, 33)","(202552396.0, 36)",206474376.97333333
"(207272194.0, 33)","(200652392.0, 38)",206497815.18666667
"(207330118.0, 33)","(203128189.0, 36)",206598262.41333333
"(207409282.0, 33)","(203416559.0, 35)",206861912.0
"(207417238.0, 33)","(201615404.0, 37)",206995793.24666667
"(207424762.0, 33)","(201061195.0, 36)",206986121.86
"(207490480.0, 33)","(200779700.0, 37)",206934990.05333334
"(207606472.0, 33)","(203247845.0, 35)",207090849.32
"(208154696.0, 32)","(201624539.0, 37)",206920684.46
"(208183964.0, 32)","(199710599.0, 37)",207035421.98666668
"(208183964.0, 32)","(201889697.0, 37)",207154820.25333333
"(208349537.0, 32)","(204248294.0, 35)",207565008.7
"(208395221.0, 32)","(203410709.0, 35)",207929225.17333335
"(208424111.0, 32)","(202901372.0, 35)",207802233.26
"(208424111.0, 32)","(204175808.0, 35)",207829465.62
"(208455701.0, 32)","(204305066.0, 34)",207908867.57333332
"(208499162.0, 32)","(202964129.0, 35)",207982061.50666666
"(208499162.0, 32)","(203569343.0, 35)",207917593.98666668
"(208552073.0, 32)","(203994287.0, 35)",208145955.34
"(208552073.0, 32)","(202250302.0, 36)",207912206.73333332
"(208571324.0, 32)","(203704991.0, 35)",208227196.04
