Bin width,Bin height
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
108,118
