Flower width,Flower height
41,57
79,7
28,95
9,62
39,57
37,93
8,86
38,3
45,90
19,50
46,90
3,80
19,2
88,22
72,12
94,18
70,4
48,82
97,89
15,68
95,64
18,32
62,95
9,68
97,53
82,77
44,42
62,17
12,3
91,67
56,28
66,52
100,11
25,31
36,79
8,48
77,89
1,42
53,38
27,32
2,87
6,11
86,96
25,33
7,79
44,88
42,70
3,4
6,3
55,63
45,41
11,64
45,75
63,68
58,45
75,43
60,99
43,41
58,24
40,73
54,27
6,52
87,5
100,33
37,45
16,26
54,87
44,27
15,57
60,73
20,49
39,30
79,24
20,38
15,82
69,33
58,61
45,79
48,24
16,3
19,38
25,45
45,23
36,70
59,29
73,9
52,99
16,56
61,60
97,27
64,42
76,20
54,13
7,45
93,79
16,86
89,65
82,32
86,4
72,13
92,67
3,14
46,95
36,6
8,37
18,86
18,26
32,98
63,50
50,73
59,69
30,40
99,89
27,27
26,80
18,8
25,41
78,86
30,46
62,4
20,26
68,40
10,40
10,6
16,38
10,68
65,31
5,90
8,26
72,37
3,87
48,97
55,38
21,45
59,36
67,40
46,97
25,28
7,73
69,42
34,80
81,36
10,41
48,97
62,20
17,66
90,47
98,82
47,25
41,93
25,56
33,48
75,27
10,61
97,66
69,49
24,89
23,83
37,85
92,2
49,57
73,9
63,81
100,63
27,11
74,93
7,5
61,57
89,92
29,79
14,23
93,92
56,70
34,95
81,31
94,74
68,18
78,75
85,44
68,58
67,50
13,38
61,67
31,25
60,38
75,97
32,68
47,3
45,41
26,38
96,70
32,44
8,56
92,45
91,57
5,70
50,54
18,71
64,46
24,87
